mjd,datetime_str,RA,DEC,V,RA_rate,DEC_rate
58814.5,2019-Nov-27 12:00,175.46556,-17.69078,19.815,76.54355,-50.6106
58815.5,2019-Nov-28 12:00,175.99513,-18.0265,19.81,76.33373,-50.5507
58816.5,2019-Nov-29 12:00,176.52425,-18.36176,19.804,76.12265,-50.4857
58817.5,2019-Nov-30 12:00,177.05292,-18.69653,19.798,75.91055,-50.4157
58818.5,2019-Dec-01 12:00,177.58114,-19.03079,19.792,75.69759,-50.3408
58819.5,2019-Dec-02 12:00,178.10893,-19.36449,19.786,75.48387,-50.2613
58820.5,2019-Dec-03 12:00,178.6363,-19.6976,19.78,75.26943,-50.1772
58821.5,2019-Dec-04 12:00,179.16326,-20.0301,19.774,75.05428,-50.0886
58822.5,2019-Dec-05 12:00,179.68981,-20.36195,19.768,74.83841,-49.9957
58823.5,2019-Dec-06 12:00,180.21596,-20.69313,19.762,74.62179,-49.8985
58824.5,2019-Dec-07 12:00,180.74173,-21.0236,19.755,74.40438,-49.7971
58825.5,2019-Dec-08 12:00,181.26711,-21.35334,19.748,74.18613,-49.6917
58826.5,2019-Dec-09 12:00,181.79213,-21.68232,19.742,73.96694,-49.5824
58827.5,2019-Dec-10 12:00,182.31678,-22.01051,19.735,73.74666,-49.4692
58828.5,2019-Dec-11 12:00,182.84107,-22.33789,19.728,73.52508,-49.3523
58829.5,2019-Dec-12 12:00,183.365,-22.66444,19.721,73.3019,-49.2317
58830.5,2019-Dec-13 12:00,183.88857,-22.99012,19.713,73.07672,-49.1074
58831.5,2019-Dec-14 12:00,184.41177,-23.31491,19.706,72.84908,-48.9793
58832.5,2019-Dec-15 12:00,184.93461,-23.63878,19.698,72.61848,-48.8474
58833.5,2019-Dec-16 12:00,185.45707,-23.96171,19.691,72.38439,-48.7113
58834.5,2019-Dec-17 12:00,185.97912,-24.28368,19.683,72.14633,-48.5708
58835.5,2019-Dec-18 12:00,186.50076,-24.60463,19.675,71.90388,-48.4257
58836.5,2019-Dec-19 12:00,187.02196,-24.92456,19.667,71.65671,-48.2757
58837.5,2019-Dec-20 12:00,187.5427,-25.24341,19.659,71.40459,-48.1204
58838.5,2019-Dec-21 12:00,188.06294,-25.56116,19.651,71.14742,-47.9597
58839.5,2019-Dec-22 12:00,188.58265,-25.87776,19.643,70.88521,-47.7933
58840.5,2019-Dec-23 12:00,189.10182,-26.19318,19.634,70.61807,-47.6212
58841.5,2019-Dec-24 12:00,189.62042,-26.50738,19.625,70.3462,-47.4432
58842.5,2019-Dec-25 12:00,190.1384,-26.82031,19.617,70.06988,-47.2594
58843.5,2019-Dec-26 12:00,190.65576,-27.13195,19.608,69.78938,-47.07
58844.5,2019-Dec-27 12:00,191.17247,-27.44224,19.598,69.50498,-46.875
58845.5,2019-Dec-28 12:00,191.6885,-27.75116,19.589,69.21688,-46.6746
58846.5,2019-Dec-29 12:00,192.20383,-28.05867,19.58,68.92527,-46.469
58847.5,2019-Dec-30 12:00,192.71844,-28.36472,19.57,68.63022,-46.2583
58848.5,2019-Dec-31 12:00,193.23231,-28.6693,19.561,68.33179,-46.0427
58849.5,2020-Jan-01 12:00,193.74542,-28.97236,19.551,68.02995,-45.8224
58850.5,2020-Jan-02 12:00,194.25775,-29.27388,19.541,67.72467,-45.5975
58851.5,2020-Jan-03 12:00,194.76926,-29.57381,19.531,67.4159,-45.3681
58852.5,2020-Jan-04 12:00,195.27995,-29.87214,19.52,67.10356,-45.1344
58853.5,2020-Jan-05 12:00,195.78977,-30.16883,19.51,66.78756,-44.8965
58854.5,2020-Jan-06 12:00,196.2987,-30.46386,19.499,66.46779,-44.6545
58855.5,2020-Jan-07 12:00,196.80672,-30.75719,19.489,66.14407,-44.4086
58856.5,2020-Jan-08 12:00,197.31379,-31.04881,19.478,65.81616,-44.159
58857.5,2020-Jan-09 12:00,197.81987,-31.33868,19.467,65.4837,-43.9058
58858.5,2020-Jan-10 12:00,198.32493,-31.62678,19.456,65.14619,-43.649
58859.5,2020-Jan-11 12:00,198.82892,-31.91309,19.444,64.803,-43.3887
58860.5,2020-Jan-12 12:00,199.3318,-32.19758,19.433,64.45339,-43.1246
58861.5,2020-Jan-13 12:00,199.8335,-32.48022,19.421,64.0966,-42.8566
58862.5,2020-Jan-14 12:00,200.33396,-32.76099,19.409,63.73185,-42.5843
58863.5,2020-Jan-15 12:00,200.83312,-33.03986,19.397,63.35851,-42.3073
58864.5,2020-Jan-16 12:00,201.33088,-33.31679,19.385,62.97607,-42.0252
58865.5,2020-Jan-17 12:00,201.82718,-33.59175,19.372,62.58419,-41.7376
58866.5,2020-Jan-18 12:00,202.32193,-33.86469,19.36,62.18266,-41.4443
58867.5,2020-Jan-19 12:00,202.81504,-34.13558,19.347,61.77139,-41.1449
58868.5,2020-Jan-20 12:00,203.30643,-34.40438,19.334,61.35042,-40.8394
58869.5,2020-Jan-21 12:00,203.79599,-34.67104,19.321,60.91981,-40.5276
58870.5,2020-Jan-22 12:00,204.28365,-34.93553,19.307,60.47972,-40.2096
58871.5,2020-Jan-23 12:00,204.76932,-35.19779,19.294,60.03029,-39.8852
58872.5,2020-Jan-24 12:00,205.25289,-35.45779,19.28,59.57168,-39.5547
58873.5,2020-Jan-25 12:00,205.73429,-35.71548,19.266,59.10402,-39.2182
58874.5,2020-Jan-26 12:00,206.21343,-35.97082,19.252,58.62742,-38.8756
58875.5,2020-Jan-27 12:00,206.6902,-36.22378,19.238,58.1419,-38.5272
58876.5,2020-Jan-28 12:00,207.16453,-36.47431,19.223,57.64746,-38.1732
58877.5,2020-Jan-29 12:00,207.63631,-36.72237,19.208,57.14404,-37.8135
58878.5,2020-Jan-30 12:00,208.10545,-36.96793,19.193,56.63153,-37.4484
58879.5,2020-Jan-31 12:00,208.57185,-37.21095,19.178,56.1098,-37.078
58880.5,2020-Feb-01 12:00,209.03541,-37.4514,19.163,55.5787,-36.7023
58881.5,2020-Feb-02 12:00,209.49603,-37.68923,19.147,55.03806,-36.3214
58882.5,2020-Feb-03 12:00,209.9536,-37.92442,19.131,54.48768,-35.9355
58883.5,2020-Feb-04 12:00,210.40801,-38.15693,19.115,53.9273,-35.5447
58884.5,2020-Feb-05 12:00,210.85915,-38.38672,19.099,53.35662,-35.1491
58885.5,2020-Feb-06 12:00,211.3069,-38.61376,19.082,52.77516,-34.7489
58886.5,2020-Feb-07 12:00,211.75114,-38.83803,19.066,52.18231,-34.3441
58887.5,2020-Feb-08 12:00,212.19174,-39.05949,19.049,51.57723,-33.9347
58888.5,2020-Feb-09 12:00,212.62855,-39.2781,19.032,50.95888,-33.5205
58889.5,2020-Feb-10 12:00,213.06143,-39.49384,19.014,50.32611,-33.1011
58890.5,2020-Feb-11 12:00,213.49021,-39.70666,18.996,49.67772,-32.6758
58891.5,2020-Feb-12 12:00,213.91472,-39.91653,18.979,49.01267,-32.2442
58892.5,2020-Feb-13 12:00,214.33477,-40.1234,18.96,48.33013,-31.8053
58893.5,2020-Feb-14 12:00,214.75017,-40.32721,18.942,47.62951,-31.3585
58894.5,2020-Feb-15 12:00,215.16072,-40.52791,18.923,46.91046,-30.9033
58895.5,2020-Feb-16 12:00,215.56623,-40.72545,18.904,46.17282,-30.439
58896.5,2020-Feb-17 12:00,215.96648,-40.91975,18.885,45.41652,-29.9654
58897.5,2020-Feb-18 12:00,216.36127,-41.11076,18.866,44.6416,-29.4819
58898.5,2020-Feb-19 12:00,216.75039,-41.29841,18.846,43.84809,-28.9884
58899.5,2020-Feb-20 12:00,217.13364,-41.48262,18.826,43.03607,-28.4845
58900.5,2020-Feb-21 12:00,217.51079,-41.66333,18.805,42.20561,-27.9701
58901.5,2020-Feb-22 12:00,217.88165,-41.84046,18.785,41.35677,-27.4447
58902.5,2020-Feb-23 12:00,218.246,-42.01395,18.764,40.4896,-26.9084
58903.5,2020-Feb-24 12:00,218.60363,-42.18371,18.743,39.60414,-26.3608
58904.5,2020-Feb-25 12:00,218.95432,-42.34967,18.721,38.70037,-25.8016
58905.5,2020-Feb-26 12:00,219.29786,-42.51175,18.7,37.77827,-25.2308
58906.5,2020-Feb-27 12:00,219.63404,-42.66987,18.678,36.83776,-24.6479
58907.5,2020-Feb-28 12:00,219.96263,-42.82396,18.655,35.87875,-24.0528
58908.5,2020-Feb-29 12:00,220.28341,-42.97392,18.633,34.90112,-23.4451
58909.5,2020-Mar-01 12:00,220.59617,-43.11967,18.61,33.90475,-22.8245
58910.5,2020-Mar-02 12:00,220.90068,-43.26112,18.586,32.88949,-22.1907
58911.5,2020-Mar-03 12:00,221.19671,-43.39819,18.563,31.85514,-21.5433
58912.5,2020-Mar-04 12:00,221.48405,-43.53078,18.539,30.80145,-20.882
58913.5,2020-Mar-05 12:00,221.76245,-43.6588,18.515,29.72804,-20.2065
58914.5,2020-Mar-06 12:00,222.03168,-43.78216,18.49,28.63436,-19.5163
58915.5,2020-Mar-07 12:00,222.2915,-43.90075,18.466,27.5196,-18.8107
58916.5,2020-Mar-08 12:00,222.54166,-44.01446,18.44,26.38268,-18.0891
58917.5,2020-Mar-09 12:00,222.78191,-44.12319,18.415,25.22233,-17.3503
58918.5,2020-Mar-10 12:00,223.01197,-44.22683,18.389,24.03721,-16.593
58919.5,2020-Mar-11 12:00,223.23156,-44.32524,18.363,22.82614,-15.8155
58920.5,2020-Mar-12 12:00,223.44038,-44.41827,18.337,21.58828,-15.0161
58921.5,2020-Mar-13 12:00,223.63814,-44.50579,18.31,20.32327,-14.193
58922.5,2020-Mar-14 12:00,223.82455,-44.58763,18.283,19.03119,-13.3446
58923.5,2020-Mar-15 12:00,223.99931,-44.66362,18.255,17.71247,-12.4693
58924.5,2020-Mar-16 12:00,224.16214,-44.73357,18.227,16.36779,-11.5657
58925.5,2020-Mar-17 12:00,224.31276,-44.79729,18.199,14.99799,-10.6325
58926.5,2020-Mar-18 12:00,224.45092,-44.85459,18.171,13.60402,-9.66847
58927.5,2020-Mar-19 12:00,224.57635,-44.90526,18.142,12.18688,-8.67248
58928.5,2020-Mar-20 12:00,224.68882,-44.94907,18.113,10.74767,-7.64331
58929.5,2020-Mar-21 12:00,224.7881,-44.98582,18.083,9.287548,-6.57982
58930.5,2020-Mar-22 12:00,224.87399,-45.01527,18.053,7.807773,-5.48091
58931.5,2020-Mar-23 12:00,224.94629,-45.03719,18.023,6.309686,-4.34548
58932.5,2020-Mar-24 12:00,225.00483,-45.05132,17.993,4.794719,-3.17247
58933.5,2020-Mar-25 12:00,225.04946,-45.05744,17.962,3.264393,-1.96088
58934.5,2020-Mar-26 12:00,225.08004,-45.05526,17.93,1.720311,-0.70975
58935.5,2020-Mar-27 12:00,225.09645,-45.04455,17.899,0.164156,0.581835
58936.5,2020-Mar-28 12:00,225.09861,-45.02503,17.867,-1.40231,1.914713
58937.5,2020-Mar-29 12:00,225.08645,-44.99642,17.835,-2.97726,3.289662
58938.5,2020-Mar-30 12:00,225.05993,-44.95845,17.802,-4.55878,4.707378
58939.5,2020-Mar-31 12:00,225.01903,-44.91085,17.769,-6.14494,6.168463
58940.5,2020-Apr-01 12:00,224.96376,-44.85333,17.736,-7.73377,7.673427
58941.5,2020-Apr-02 12:00,224.89415,-44.78559,17.703,-9.32335,9.222692
58942.5,2020-Apr-03 12:00,224.81027,-44.70737,17.669,-10.9119,10.81663
58943.5,2020-Apr-04 12:00,224.71219,-44.61835,17.635,-12.4977,12.45562
58944.5,2020-Apr-05 12:00,224.60002,-44.51826,17.601,-14.0793,14.14011
58945.5,2020-Apr-06 12:00,224.47389,-44.40679,17.566,-15.6555,15.8707
58946.5,2020-Apr-07 12:00,224.33393,-44.28366,17.531,-17.2248,17.64816
58947.5,2020-Apr-08 12:00,224.18033,-44.14854,17.496,-18.7854,19.47332
58948.5,2020-Apr-09 12:00,224.01327,-44.00114,17.461,-20.3351,21.3469
58949.5,2020-Apr-10 12:00,223.83297,-43.84113,17.426,-21.8706,23.26928
58950.5,2020-Apr-11 12:00,223.63971,-43.66822,17.39,-23.3881,25.24031
58951.5,2020-Apr-12 12:00,223.43378,-43.48208,17.354,-24.8829,27.25918
58952.5,2020-Apr-13 12:00,223.21555,-43.28241,17.318,-26.3501,29.32444
58953.5,2020-Apr-14 12:00,222.98543,-43.06894,17.282,-27.7845,31.43401
58954.5,2020-Apr-15 12:00,222.74387,-42.84137,17.246,-29.1809,33.58525
58955.5,2020-Apr-16 12:00,222.49138,-42.59946,17.21,-30.5341,35.775
58956.5,2020-Apr-17 12:00,222.22851,-42.34298,17.174,-31.8388,37.9996
58957.5,2020-Apr-18 12:00,221.95588,-42.07172,17.138,-33.0898,40.25489
58958.5,2020-Apr-19 12:00,221.67411,-41.78551,17.102,-34.2822,42.53626
58959.5,2020-Apr-20 12:00,221.3839,-41.4842,17.066,-35.4108,44.83858
58960.5,2020-Apr-21 12:00,221.08597,-41.16769,17.03,-36.4708,47.15626
58961.5,2020-Apr-22 12:00,220.78108,-40.8359,16.995,-37.4574,49.48321
58962.5,2020-Apr-23 12:00,220.47001,-40.48881,16.959,-38.3663,51.81293
58963.5,2020-Apr-24 12:00,220.15357,-40.12644,16.925,-39.1931,54.13851
58964.5,2020-Apr-25 12:00,219.83261,-39.74884,16.891,-39.9342,56.45268
58965.5,2020-Apr-26 12:00,219.50798,-39.35615,16.857,-40.5859,58.7479
58966.5,2020-Apr-27 12:00,219.18055,-38.9485,16.824,-41.1455,61.01643
58967.5,2020-Apr-28 12:00,218.85117,-38.52613,16.792,-41.6105,63.25038
58968.5,2020-Apr-29 12:00,218.52072,-38.0893,16.761,-41.9791,65.44183
58969.5,2020-Apr-30 12:00,218.19007,-37.63832,16.732,-42.2499,67.58293
58970.5,2020-May-01 12:00,217.86006,-37.17356,16.703,-42.4225,69.66599
58971.5,2020-May-02 12:00,217.53152,-36.69545,16.677,-42.497,71.68363
58972.5,2020-May-03 12:00,217.20526,-36.20445,16.652,-42.4742,73.62887
58973.5,2020-May-04 12:00,216.88206,-35.70107,16.629,-42.3552,75.49522
58974.5,2020-May-05 12:00,216.56265,-35.18586,16.609,-42.1416,77.27665
58975.5,2020-May-06 12:00,216.24776,-34.6594,16.591,-41.835,78.96756
58976.5,2020-May-07 12:00,215.93807,-34.12232,16.577,-41.4365,80.56258
58977.5,2020-May-08 12:00,215.63423,-33.57527,16.565,-40.9471,82.05646
58978.5,2020-May-09 12:00,215.33686,-33.01895,16.557,-40.3673,83.44392
58979.5,2020-May-10 12:00,215.04659,-32.45408,16.551,-39.6976,84.71979
58980.5,2020-May-11 12:00,214.764,-31.88142,16.55,-38.9387,85.87908
58981.5,2020-May-12 12:00,214.48966,-31.30175,16.551,-38.0917,86.91717
58982.5,2020-May-13 12:00,214.22412,-30.7159,16.556,-37.1582,87.83005
58983.5,2020-May-14 12:00,213.96789,-30.1247,16.564,-36.1404,88.61435
58984.5,2020-May-15 12:00,213.72145,-29.52902,16.575,-35.041,89.26749
58985.5,2020-May-16 12:00,213.48526,-28.92972,16.588,-33.8633,89.78771
58986.5,2020-May-17 12:00,213.25975,-28.32769,16.604,-32.6107,90.17402
58987.5,2020-May-18 12:00,213.04529,-27.72381,16.622,-31.2871,90.42626
58988.5,2020-May-19 12:00,212.84225,-27.11896,16.642,-29.8967,90.54503
58989.5,2020-May-20 12:00,212.65092,-26.51402,16.663,-28.4437,90.53169
58990.5,2020-May-21 12:00,212.4716,-25.90985,16.686,-26.9327,90.38833
58991.5,2020-May-22 12:00,212.30453,-25.3073,16.711,-25.3686,90.11778
58992.5,2020-May-23 12:00,212.14991,-24.70719,16.736,-23.7563,89.72353
58993.5,2020-May-24 12:00,212.00792,-24.11033,16.763,-22.1009,89.20976
58994.5,2020-May-25 12:00,211.8787,-23.51748,16.791,-20.4077,88.58125
58995.5,2020-May-26 12:00,211.76235,-22.92937,16.819,-18.6823,87.84338
58996.5,2020-May-27 12:00,211.65893,-22.34671,16.848,-16.9302,87.00204
58997.5,2020-May-28 12:00,211.56848,-21.77015,16.878,-15.1569,86.06353
58998.5,2020-May-29 12:00,211.491,-21.20031,16.908,-13.368,85.03454
58999.5,2020-May-30 12:00,211.42644,-20.63776,16.938,-11.5687,83.92198
59000.5,2020-May-31 12:00,211.37476,-20.08301,16.969,-9.76434,82.73289
59001.5,2020-Jun-01 12:00,211.33584,-19.53655,17.001,-7.95951,81.47436
59002.5,2020-Jun-02 12:00,211.30959,-18.9988,17.032,-6.15843,80.15333
59003.5,2020-Jun-03 12:00,211.29585,-18.47015,17.064,-4.36462,78.77647
59004.5,2020-Jun-04 12:00,211.29449,-17.95093,17.095,-2.58085,77.35004
59005.5,2020-Jun-05 12:00,211.30534,-17.44146,17.127,-0.80911,75.87984
59006.5,2020-Jun-06 12:00,211.32823,-16.94199,17.159,0.949256,74.3712
59007.5,2020-Jun-07 12:00,211.36301,-16.45277,17.191,2.693317,72.82899
59008.5,2020-Jun-08 12:00,211.4095,-15.97397,17.223,4.422373,71.25779
59009.5,2020-Jun-09 12:00,211.46754,-15.50579,17.255,6.135757,69.66195
59010.5,2020-Jun-10 12:00,211.53698,-15.04837,17.287,7.832742,68.04565
59011.5,2020-Jun-11 12:00,211.61764,-14.60181,17.319,9.512519,66.41295
59012.5,2020-Jun-12 12:00,211.70937,-14.16621,17.351,11.17422,64.76777
59013.5,2020-Jun-13 12:00,211.81201,-13.74164,17.383,12.81697,63.1139
59014.5,2020-Jun-14 12:00,211.92538,-13.32813,17.414,14.43991,61.45493
59015.5,2020-Jun-15 12:00,212.04932,-12.92571,17.446,16.04226,59.79428
59016.5,2020-Jun-16 12:00,212.18366,-12.53436,17.477,17.62332,58.13518
59017.5,2020-Jun-17 12:00,212.32824,-12.15408,17.508,19.18245,56.48063
59018.5,2020-Jun-18 12:00,212.48288,-11.7848,17.538,20.71907,54.83346
59019.5,2020-Jun-19 12:00,212.64742,-11.42648,17.569,22.23261,53.19634
59020.5,2020-Jun-20 12:00,212.82168,-11.07903,17.599,23.72247,51.57175
59021.5,2020-Jun-21 12:00,213.00549,-10.74236,17.629,25.18801,49.96209
59022.5,2020-Jun-22 12:00,213.19867,-10.41636,17.659,26.62847,48.3696
59023.5,2020-Jun-23 12:00,213.40105,-10.1009,17.689,28.04302,46.79646
59024.5,2020-Jun-24 12:00,213.61245,-9.79586,17.718,29.43077,45.24468
59025.5,2020-Jun-25 12:00,213.83266,-9.50107,17.747,30.79081,43.71615
59026.5,2020-Jun-26 12:00,214.06152,-9.21638,17.775,32.12232,42.21259
59027.5,2020-Jun-27 12:00,214.29881,-8.94161,17.803,33.42461,40.73547
59028.5,2020-Jun-28 12:00,214.54434,-8.67659,17.831,34.69721,39.28605
59029.5,2020-Jun-29 12:00,214.79792,-8.42112,17.859,35.93991,37.8653
59030.5,2020-Jun-30 12:00,215.05934,-8.175,17.886,37.15283,36.47392
59031.5,2020-Jul-01 12:00,215.32841,-7.93806,17.913,38.33643,35.11232
59032.5,2020-Jul-02 12:00,215.60494,-7.71007,17.94,39.49152,33.78065
59033.5,2020-Jul-03 12:00,215.88874,-7.49085,17.966,40.61921,32.47879
59034.5,2020-Jul-04 12:00,216.17964,-7.28019,17.992,41.72086,31.20647
59035.5,2020-Jul-05 12:00,216.47748,-7.07791,18.018,42.79792,29.96329
59036.5,2020-Jul-06 12:00,216.78211,-6.8838,18.043,43.85189,28.7488
59037.5,2020-Jul-07 12:00,217.09337,-6.69768,18.068,44.88417,27.56255
59038.5,2020-Jul-08 12:00,217.41113,-6.51936,18.092,45.89599,26.40411
59039.5,2020-Jul-09 12:00,217.73526,-6.34866,18.117,46.88844,25.27311
59040.5,2020-Jul-10 12:00,218.06565,-6.18539,18.141,47.86245,24.16923
59041.5,2020-Jul-11 12:00,218.40219,-6.02939,18.164,48.81879,23.09216
59042.5,2020-Jul-12 12:00,218.74475,-5.88046,18.187,49.75818,22.04161
59043.5,2020-Jul-13 12:00,219.09324,-5.73844,18.21,50.68125,21.0173
59044.5,2020-Jul-14 12:00,219.44755,-5.60315,18.233,51.5886,20.01894
59045.5,2020-Jul-15 12:00,219.80759,-5.47442,18.255,52.48078,19.04627
59046.5,2020-Jul-16 12:00,220.17327,-5.35208,18.277,53.35831,18.099
59047.5,2020-Jul-17 12:00,220.54449,-5.23596,18.299,54.22164,17.17689
59048.5,2020-Jul-18 12:00,220.92117,-5.1259,18.32,55.0711,16.27973
59049.5,2020-Jul-19 12:00,221.30321,-5.02173,18.341,55.90689,15.40736
59050.5,2020-Jul-20 12:00,221.69055,-4.92329,18.361,56.72904,14.55967
59051.5,2020-Jul-21 12:00,222.08308,-4.83041,18.382,57.53739,13.73663
59052.5,2020-Jul-22 12:00,222.48072,-4.74294,18.402,58.33161,12.9382
59053.5,2020-Jul-23 12:00,222.88339,-4.6607,18.421,59.11129,12.16436
59054.5,2020-Jul-24 12:00,223.29099,-4.58353,18.441,59.87601,11.41502
59055.5,2020-Jul-25 12:00,223.70341,-4.51128,18.46,60.62544,10.68999
59056.5,2020-Jul-26 12:00,224.12058,-4.44377,18.478,61.35943,9.988969
59057.5,2020-Jul-27 12:00,224.54238,-4.38087,18.497,62.07804,9.311532
59058.5,2020-Jul-28 12:00,224.96872,-4.3224,18.515,62.78158,8.657134
59059.5,2020-Jul-29 12:00,225.39951,-4.26821,18.533,63.47056,8.025137
59060.5,2020-Jul-30 12:00,225.83466,-4.21817,18.55,64.14568,7.414836
59061.5,2020-Jul-31 12:00,226.27407,-4.17213,18.568,64.8078,6.82549
59062.5,2020-Aug-01 12:00,226.71768,-4.12996,18.585,65.45785,6.25635
59063.5,2020-Aug-02 12:00,227.16541,-4.09151,18.601,66.09684,5.706686
59064.5,2020-Aug-03 12:00,227.61719,-4.05667,18.618,66.72575,5.175812
59065.5,2020-Aug-04 12:00,228.07297,-4.02531,18.634,67.34553,4.663104
59066.5,2020-Aug-05 12:00,228.53269,-3.99732,18.65,67.95703,4.168009
59067.5,2020-Aug-06 12:00,228.99629,-3.97257,18.665,68.56099,3.690042
59068.5,2020-Aug-07 12:00,229.46375,-3.95096,18.681,69.15805,3.228782
59069.5,2020-Aug-08 12:00,229.93501,-3.93238,18.696,69.74873,2.783861
59070.5,2020-Aug-09 12:00,230.41004,-3.91671,18.711,70.3335,2.354948
59071.5,2020-Aug-10 12:00,230.8888,-3.90386,18.725,70.91277,1.941749
59072.5,2020-Aug-11 12:00,231.37127,-3.89372,18.74,71.48687,1.543988
59073.5,2020-Aug-12 12:00,231.85741,-3.88619,18.754,72.05613,1.161419
59074.5,2020-Aug-13 12:00,232.3472,-3.88117,18.768,72.62086,0.793818
59075.5,2020-Aug-14 12:00,232.84061,-3.87855,18.781,73.18128,0.440998
59076.5,2020-Aug-15 12:00,233.33761,-3.87825,18.795,73.73757,0.102817
59077.5,2020-Aug-16 12:00,233.83819,-3.88017,18.808,74.2898,-0.22081
59078.5,2020-Aug-17 12:00,234.34231,-3.88421,18.821,74.83787,-0.52991
59079.5,2020-Aug-18 12:00,234.84995,-3.89026,18.834,75.38148,-0.82445
59080.5,2020-Aug-19 12:00,235.36109,-3.89825,18.846,75.92018,-1.10438
59081.5,2020-Aug-20 12:00,235.8757,-3.90806,18.859,76.45334,-1.36963
59082.5,2020-Aug-21 12:00,236.39372,-3.9196,18.871,76.98032,-1.62021
59083.5,2020-Aug-22 12:00,236.91514,-3.93277,18.883,77.50052,-1.85623
59084.5,2020-Aug-23 12:00,237.4399,-3.94748,18.894,78.01356,-2.07792
59085.5,2020-Aug-24 12:00,237.96796,-3.96364,18.906,78.51925,-2.28562
59086.5,2020-Aug-25 12:00,238.49926,-3.98114,18.917,79.01766,-2.47973
59087.5,2020-Aug-26 12:00,239.03378,-3.99991,18.928,79.50904,-2.66074
59088.5,2020-Aug-27 12:00,239.57145,-4.01986,18.939,79.99382,-2.82914
59089.5,2020-Aug-28 12:00,240.11225,-4.0409,18.95,80.47249,-2.98539
59090.5,2020-Aug-29 12:00,240.65614,-4.06295,18.96,80.9456,-3.12996
59091.5,2020-Aug-30 12:00,241.20308,-4.08594,18.971,81.41375,-3.26327
59092.5,2020-Aug-31 12:00,241.75305,-4.1098,18.981,81.87749,-3.38568
59093.5,2020-Sep-01 12:00,242.30602,-4.13445,18.991,82.33738,-3.49754
59094.5,2020-Sep-02 12:00,242.86197,-4.15982,19.001,82.79393,-3.59912
59095.5,2020-Sep-03 12:00,243.42088,-4.18585,19.01,83.24758,-3.69067
59096.5,2020-Sep-04 12:00,243.98273,-4.21247,19.02,83.69873,-3.77239
59097.5,2020-Sep-05 12:00,244.54752,-4.23962,19.029,84.1477,-3.84443
59098.5,2020-Sep-06 12:00,245.11522,-4.26723,19.038,84.59476,-3.90694
59099.5,2020-Sep-07 12:00,245.68584,-4.29523,19.047,85.04015,-3.96002
59100.5,2020-Sep-08 12:00,246.25936,-4.32357,19.056,85.48406,-4.00377
59101.5,2020-Sep-09 12:00,246.83577,-4.35218,19.065,85.92664,-4.03827
59102.5,2020-Sep-10 12:00,247.41507,-4.38101,19.074,86.36804,-4.06358
59103.5,2020-Sep-11 12:00,247.99726,-4.40998,19.082,86.80837,-4.07973
59104.5,2020-Sep-12 12:00,248.58232,-4.43905,19.09,87.24769,-4.08672
59105.5,2020-Sep-13 12:00,249.17026,-4.46814,19.098,87.68599,-4.08454
59106.5,2020-Sep-14 12:00,249.76106,-4.49721,19.107,88.12315,-4.07309
59107.5,2020-Sep-15 12:00,250.35472,-4.52617,19.114,88.55885,-4.05226
59108.5,2020-Sep-16 12:00,250.95123,-4.55498,19.122,88.99261,-4.02191
59109.5,2020-Sep-17 12:00,251.55058,-4.58356,19.13,89.42376,-3.98192
59110.5,2020-Sep-18 12:00,252.15275,-4.61186,19.137,89.85152,-3.93223
59111.5,2020-Sep-19 12:00,252.75772,-4.63981,19.145,90.27514,-3.87288
59112.5,2020-Sep-20 12:00,253.36545,-4.66734,19.152,90.69399,-3.80403
59113.5,2020-Sep-21 12:00,253.97591,-4.69439,19.159,91.1077,-3.72597
59114.5,2020-Sep-22 12:00,254.58908,-4.7209,19.166,91.51614,-3.63904
59115.5,2020-Sep-23 12:00,255.20491,-4.74681,19.173,91.91941,-3.54362
59116.5,2020-Sep-24 12:00,255.82337,-4.77207,19.18,92.31775,-3.44009
59117.5,2020-Sep-25 12:00,256.44443,-4.79663,19.186,92.71147,-3.32879
59118.5,2020-Sep-26 12:00,257.06807,-4.82042,19.193,93.10093,-3.21003
59119.5,2020-Sep-27 12:00,257.69426,-4.84342,19.199,93.48651,-3.08408
59120.5,2020-Sep-28 12:00,258.32297,-4.86555,19.206,93.86855,-2.95118
59121.5,2020-Sep-29 12:00,258.95418,-4.88679,19.212,94.24738,-2.81153
59122.5,2020-Sep-30 12:00,259.58786,-4.90708,19.218,94.62331,-2.6653
59123.5,2020-Oct-01 12:00,260.22401,-4.92639,19.224,94.99664,-2.51264
59124.5,2020-Oct-02 12:00,260.86261,-4.94466,19.23,95.3676,-2.35366
59125.5,2020-Oct-03 12:00,261.50364,-4.96186,19.236,95.73642,-2.18848
59126.5,2020-Oct-04 12:00,262.14708,-4.97794,19.242,96.1033,-2.01716
59127.5,2020-Oct-05 12:00,262.79294,-4.99287,19.247,96.46837,-1.83977
59128.5,2020-Oct-06 12:00,263.44118,-5.0066,19.253,96.83178,-1.65636
59129.5,2020-Oct-07 12:00,264.0918,-5.0191,19.258,97.19361,-1.46696
59130.5,2020-Oct-08 12:00,264.7448,-5.03032,19.264,97.55394,-1.27159
59131.5,2020-Oct-09 12:00,265.40016,-5.04022,19.269,97.91283,-1.07026
59132.5,2020-Oct-10 12:00,266.05787,-5.04876,19.275,98.27028,-0.86296
59133.5,2020-Oct-11 12:00,266.71793,-5.05591,19.28,98.62627,-0.64964
59134.5,2020-Oct-12 12:00,267.38031,-5.06162,19.285,98.98067,-0.43025
